codigo_onibus,distancia_percorrida,segundos_deslocamento,velocidade_media,dist_km
26240,0.0,0.0,0.0,0.0
26241,0.0,0.0,0.0,0.0
26243,0.0,0.0,0.0,0.0
26245,0.0,0.0,0.0,0.0
26246,0.0,0.0,0.0,0.0
26247,0.0,0.0,0.0,0.0
26248,0.0,0.0,0.0,0.0
26251,0.0,0.0,0.0,0.0
26252,0.0,0.0,0.0,0.0
26253,0.0,0.0,0.0,0.0
26254,0.0,0.0,0.0,0.0
26256,0.0,0.0,0.0,0.0
26257,0.0,0.0,0.0,0.0
26259,0.0,0.0,0.0,0.0
26262,0.0,0.0,0.0,0.0
26263,0.0,0.0,0.0,0.0
26264,0.0,0.0,0.0,0.0
26265,0.0,0.0,0.0,0.0
26266,0.0,0.0,0.0,0.0
26267,0.0,0.0,0.0,0.0
26271,0.0,0.0,0.0,0.0
26275,0.0,0.0,0.0,0.0
26276,0.0,0.0,0.0,0.0
26278,0.0,0.0,0.0,0.0
26279,0.0,0.0,0.0,0.0
26281,0.0,0.0,0.0,0.0
26282,0.0,0.0,0.0,0.0
26283,0.0,0.0,0.0,0.0
26286,0.0,0.0,0.0,0.0
26293,0.0,0.0,0.0,0.0
26294,0.0,0.0,0.0,0.0
26297,0.0,0.0,0.0,0.0
26298,0.0,0.0,0.0,0.0
26301,0.0,0.0,0.0,0.0
26302,0.0,0.0,0.0,0.0
26303,0.0,0.0,0.0,0.0
26304,0.0,0.0,0.0,0.0
26305,0.0,0.0,0.0,0.0
26308,0.0,0.0,0.0,0.0
26309,0.0,0.0,0.0,0.0
26311,0.0,0.0,0.0,0.0
26312,0.0,0.0,0.0,0.0
26313,0.0,0.0,0.0,0.0
26319,0.0,0.0,0.0,0.0
26320,0.0,0.0,0.0,0.0
26321,0.0,0.0,0.0,0.0
26322,0.0,0.0,0.0,0.0
26323,0.0,0.0,0.0,0.0
26324,0.0,0.0,0.0,0.0
26326,0.0,0.0,0.0,0.0
26327,0.0,0.0,0.0,0.0
26332,0.0,0.0,0.0,0.0
26334,0.0,0.0,0.0,0.0
26335,0.0,0.0,0.0,0.0
26338,0.0,0.0,0.0,0.0
26339,0.0,0.0,0.0,0.0
26340,0.0,0.0,0.0,0.0
26341,0.0,0.0,0.0,0.0
26342,0.0,0.0,0.0,0.0
26343,0.0,0.0,0.0,0.0
26346,0.0,0.0,0.0,0.0
26347,0.0,0.0,0.0,0.0
26348,0.0,0.0,0.0,0.0
26349,0.0,0.0,0.0,0.0
26351,0.0,0.0,0.0,0.0
26352,0.0,0.0,0.0,0.0
26353,0.0,0.0,0.0,0.0
26354,0.0,0.0,0.0,0.0
26355,0.0,0.0,0.0,0.0
26357,0.0,0.0,0.0,0.0
26360,0.0,0.0,0.0,0.0
26361,0.0,0.0,0.0,0.0
26365,0.0,0.0,0.0,0.0
26366,0.0,0.0,0.0,0.0
26367,0.0,0.0,0.0,0.0
26374,0.0,0.0,0.0,0.0
26375,0.0,0.0,0.0,0.0
26376,0.0,0.0,0.0,0.0
26378,0.0,0.0,0.0,0.0
26379,0.0,0.0,0.0,0.0
26381,0.0,0.0,0.0,0.0
26385,0.0,0.0,0.0,0.0
26386,0.0,0.0,0.0,0.0
26387,0.0,0.0,0.0,0.0
26390,0.0,0.0,0.0,0.0
26391,0.0,0.0,0.0,0.0
26394,0.0,0.0,0.0,0.0
26396,0.0,0.0,0.0,0.0
26398,0.0,0.0,0.0,0.0
26399,0.0,0.0,0.0,0.0
26401,0.0,0.0,0.0,0.0
26402,0.0,0.0,0.0,0.0
26403,0.0,0.0,0.0,0.0
26404,0.0,0.0,0.0,0.0
26406,0.0,0.0,0.0,0.0
26407,0.0,0.0,0.0,0.0
26410,0.0,0.0,0.0,0.0
26411,0.0,0.0,0.0,0.0
26412,0.0,0.0,0.0,0.0
26414,0.0,0.0,0.0,0.0
26415,0.0,0.0,0.0,0.0
26418,0.0,0.0,0.0,0.0
26419,0.0,0.0,0.0,0.0
26420,0.0,0.0,0.0,0.0
26453,0.0,0.0,0.0,0.0
26454,0.0,0.0,0.0,0.0
26455,0.0,0.0,0.0,0.0
26459,0.0,0.0,0.0,0.0
26460,0.0,0.0,0.0,0.0
26462,0.0,0.0,0.0,0.0
26465,0.0,0.0,0.0,0.0
26466,0.0,0.0,0.0,0.0
26467,0.0,0.0,0.0,0.0
26470,0.0,0.0,0.0,0.0
26471,0.0,0.0,0.0,0.0
26477,0.0,0.0,0.0,0.0
26479,0.0,0.0,0.0,0.0
26481,0.0,0.0,0.0,0.0
26482,0.0,0.0,0.0,0.0
26483,0.0,0.0,0.0,0.0
26485,0.0,0.0,0.0,0.0
26486,0.0,0.0,0.0,0.0
26487,0.0,0.0,0.0,0.0
26488,0.0,0.0,0.0,0.0
26490,0.0,0.0,0.0,0.0
26491,0.0,0.0,0.0,0.0
26492,0.0,0.0,0.0,0.0
26493,0.0,0.0,0.0,0.0
26494,0.0,0.0,0.0,0.0
26495,0.0,0.0,0.0,0.0
26501,0.0,0.0,0.0,0.0
26503,0.0,0.0,0.0,0.0
26506,0.0,0.0,0.0,0.0
26507,0.0,0.0,0.0,0.0
26508,0.0,0.0,0.0,0.0
26509,0.0,0.0,0.0,0.0
26511,0.0,0.0,0.0,0.0
26512,0.0,0.0,0.0,0.0
26513,0.0,0.0,0.0,0.0
26514,0.0,0.0,0.0,0.0
26515,0.0,0.0,0.0,0.0
26517,0.0,0.0,0.0,0.0
26519,0.0,0.0,0.0,0.0
26521,0.0,0.0,0.0,0.0
26522,0.0,0.0,0.0,0.0
26523,0.0,0.0,0.0,0.0
26524,0.0,0.0,0.0,0.0
26526,0.0,0.0,0.0,0.0
26527,0.0,0.0,0.0,0.0
26529,0.0,0.0,0.0,0.0
26530,0.0,0.0,0.0,0.0
26531,0.0,0.0,0.0,0.0
26532,0.0,0.0,0.0,0.0
26536,0.0,0.0,0.0,0.0
26538,0.0,0.0,0.0,0.0
26539,0.0,0.0,0.0,0.0
26540,0.0,0.0,0.0,0.0
26542,0.0,0.0,0.0,0.0
26543,0.0,0.0,0.0,0.0
26544,0.0,0.0,0.0,0.0
31001,0.0,0.0,0.0,0.0
31003,0.0,0.0,0.0,0.0
31004,0.0,0.0,0.0,0.0
31005,0.0,0.0,0.0,0.0
31006,0.0,0.0,0.0,0.0
31008,0.0,0.0,0.0,0.0
31009,0.0,0.0,0.0,0.0
31013,0.0,0.0,0.0,0.0
31017,0.0,0.0,0.0,0.0
31018,0.0,0.0,0.0,0.0
31019,0.0,0.0,0.0,0.0
31020,0.0,0.0,0.0,0.0
31021,0.0,0.0,0.0,0.0
31022,0.0,0.0,0.0,0.0
31023,0.0,0.0,0.0,0.0
31024,0.0,0.0,0.0,0.0
31030,0.0,0.0,0.0,0.0
31031,0.0,0.0,0.0,0.0
31033,0.0,0.0,0.0,0.0
31034,0.0,0.0,0.0,0.0
31035,0.0,0.0,0.0,0.0
31040,0.0,0.0,0.0,0.0
31041,0.0,0.0,0.0,0.0
31042,0.0,0.0,0.0,0.0
31043,0.0,0.0,0.0,0.0
31046,0.0,0.0,0.0,0.0
31049,0.0,0.0,0.0,0.0
31050,0.0,0.0,0.0,0.0
31051,0.0,0.0,0.0,0.0
31052,0.0,0.0,0.0,0.0
31053,0.0,0.0,0.0,0.0
31058,0.0,0.0,0.0,0.0
31060,0.0,0.0,0.0,0.0
31061,0.0,0.0,0.0,0.0
31063,0.0,0.0,0.0,0.0
31064,0.0,0.0,0.0,0.0
31065,0.0,0.0,0.0,0.0
31066,0.0,0.0,0.0,0.0
31067,0.0,0.0,0.0,0.0
31068,0.0,0.0,0.0,0.0
31069,0.0,0.0,0.0,0.0
31070,0.0,0.0,0.0,0.0
31071,0.0,0.0,0.0,0.0
31072,0.0,0.0,0.0,0.0
31073,0.0,0.0,0.0,0.0
31074,0.0,0.0,0.0,0.0
31075,0.0,0.0,0.0,0.0
31078,0.0,0.0,0.0,0.0
31079,0.0,0.0,0.0,0.0
31082,0.0,0.0,0.0,0.0
31083,0.0,0.0,0.0,0.0
31084,0.0,0.0,0.0,0.0
31086,0.0,0.0,0.0,0.0
31088,0.0,0.0,0.0,0.0
31089,0.0,0.0,0.0,0.0
31090,0.0,0.0,0.0,0.0
31091,0.0,0.0,0.0,0.0
31092,0.0,0.0,0.0,0.0
31095,0.0,0.0,0.0,0.0
31097,0.0,0.0,0.0,0.0
31098,0.0,0.0,0.0,0.0
31099,0.0,0.0,0.0,0.0
31101,0.0,0.0,0.0,0.0
31102,0.0,0.0,0.0,0.0
31105,0.0,0.0,0.0,0.0
31111,0.0,0.0,0.0,0.0
31112,0.0,0.0,0.0,0.0
31113,0.0,0.0,0.0,0.0
31115,0.0,0.0,0.0,0.0
31116,0.0,0.0,0.0,0.0
31117,0.0,0.0,0.0,0.0
31118,0.0,0.0,0.0,0.0
31119,0.0,0.0,0.0,0.0
31122,0.0,0.0,0.0,0.0
31124,0.0,0.0,0.0,0.0
31125,0.0,0.0,0.0,0.0
31126,0.0,0.0,0.0,0.0
31127,0.0,0.0,0.0,0.0
31128,0.0,0.0,0.0,0.0
31131,0.0,0.0,0.0,0.0
31132,0.0,0.0,0.0,0.0
31133,0.0,0.0,0.0,0.0
31134,0.0,0.0,0.0,0.0
31136,0.0,0.0,0.0,0.0
31137,0.0,0.0,0.0,0.0
31139,0.0,0.0,0.0,0.0
31140,0.0,0.0,0.0,0.0
31141,0.0,0.0,0.0,0.0
31142,0.0,0.0,0.0,0.0
31143,0.0,0.0,0.0,0.0
31146,0.0,0.0,0.0,0.0
31147,0.0,0.0,0.0,0.0
31150,0.0,0.0,0.0,0.0
31153,0.0,0.0,0.0,0.0
31155,0.0,0.0,0.0,0.0
31156,0.0,0.0,0.0,0.0
31157,0.0,0.0,0.0,0.0
31158,0.0,0.0,0.0,0.0
31161,0.0,0.0,0.0,0.0
31162,0.0,0.0,0.0,0.0
31163,0.0,0.0,0.0,0.0
31164,0.0,0.0,0.0,0.0
31166,0.0,0.0,0.0,0.0
31167,0.0,0.0,0.0,0.0
31168,0.0,0.0,0.0,0.0
31169,0.0,0.0,0.0,0.0
3117,0.0,0.0,0.0,0.0
31170,0.0,0.0,0.0,0.0
31172,0.0,0.0,0.0,0.0
31174,0.0,0.0,0.0,0.0
31175,0.0,0.0,0.0,0.0
31177,0.0,0.0,0.0,0.0
31178,0.0,0.0,0.0,0.0
31180,0.0,0.0,0.0,0.0
31181,0.0,0.0,0.0,0.0
31182,0.0,0.0,0.0,0.0
31183,0.0,0.0,0.0,0.0
31184,0.0,0.0,0.0,0.0
31185,0.0,0.0,0.0,0.0
31186,0.0,0.0,0.0,0.0
31187,0.0,0.0,0.0,0.0
31188,0.0,0.0,0.0,0.0
31190,0.0,0.0,0.0,0.0
31191,0.0,0.0,0.0,0.0
31192,0.0,0.0,0.0,0.0
31194,0.0,0.0,0.0,0.0
31195,0.0,0.0,0.0,0.0
31196,0.0,0.0,0.0,0.0
31197,0.0,0.0,0.0,0.0
31198,0.0,0.0,0.0,0.0
31199,0.0,0.0,0.0,0.0
31200,0.0,0.0,0.0,0.0
31201,0.0,0.0,0.0,0.0
31202,0.0,0.0,0.0,0.0
31206,0.0,0.0,0.0,0.0
31207,0.0,0.0,0.0,0.0
31208,0.0,0.0,0.0,0.0
31209,0.0,0.0,0.0,0.0
31210,0.0,0.0,0.0,0.0
31211,0.0,0.0,0.0,0.0
31212,0.0,0.0,0.0,0.0
31221,0.0,0.0,0.0,0.0
31222,0.0,0.0,0.0,0.0
31223,0.0,0.0,0.0,0.0
31227,0.0,0.0,0.0,0.0
31229,0.0,0.0,0.0,0.0
31230,0.0,0.0,0.0,0.0
31231,0.0,0.0,0.0,0.0
31232,0.0,0.0,0.0,0.0
31235,0.0,0.0,0.0,0.0
31237,0.0,0.0,0.0,0.0
31238,0.0,0.0,0.0,0.0
31241,0.0,0.0,0.0,0.0
31244,0.0,0.0,0.0,0.0
31245,0.0,0.0,0.0,0.0
31249,0.0,0.0,0.0,0.0
31250,0.0,0.0,0.0,0.0
31253,0.0,0.0,0.0,0.0
31254,0.0,0.0,0.0,0.0
31256,0.0,0.0,0.0,0.0
31258,0.0,0.0,0.0,0.0
31259,0.0,0.0,0.0,0.0
31261,0.0,0.0,0.0,0.0
31263,0.0,0.0,0.0,0.0
31264,0.0,0.0,0.0,0.0
31265,0.0,0.0,0.0,0.0
31267,0.0,0.0,0.0,0.0
31277,0.0,0.0,0.0,0.0
31279,0.0,0.0,0.0,0.0
31280,0.0,0.0,0.0,0.0
31281,0.0,0.0,0.0,0.0
31282,0.0,0.0,0.0,0.0
31283,0.0,0.0,0.0,0.0
31285,0.0,0.0,0.0,0.0
31286,0.0,0.0,0.0,0.0
31288,0.0,0.0,0.0,0.0
31289,0.0,0.0,0.0,0.0
31290,0.0,0.0,0.0,0.0
31291,0.0,0.0,0.0,0.0
31295,0.0,0.0,0.0,0.0
31296,0.0,0.0,0.0,0.0
31297,0.0,0.0,0.0,0.0
31299,0.0,0.0,0.0,0.0
31300,0.0,0.0,0.0,0.0
31301,0.0,0.0,0.0,0.0
31302,0.0,0.0,0.0,0.0
31320,0.0,0.0,0.0,0.0
31327,0.0,0.0,0.0,0.0
31328,0.0,0.0,0.0,0.0
31332,0.0,0.0,0.0,0.0
31333,0.0,0.0,0.0,0.0
31334,0.0,0.0,0.0,0.0
31335,0.0,0.0,0.0,0.0
31350,0.0,0.0,0.0,0.0
31352,0.0,0.0,0.0,0.0
31353,0.0,0.0,0.0,0.0
31354,0.0,0.0,0.0,0.0
31357,0.0,0.0,0.0,0.0
31358,0.0,0.0,0.0,0.0
31359,0.0,0.0,0.0,0.0
31360,0.0,0.0,0.0,0.0
31379,0.0,0.0,0.0,0.0
31388,0.0,0.0,0.0,0.0
31391,0.0,0.0,0.0,0.0
31443,0.0,0.0,0.0,0.0
31482,0.0,0.0,0.0,0.0
31485,0.0,0.0,0.0,0.0
31486,0.0,0.0,0.0,0.0
31487,0.0,0.0,0.0,0.0
31488,0.0,0.0,0.0,0.0
31502,0.0,0.0,0.0,0.0
31505,0.0,0.0,0.0,0.0
31507,0.0,0.0,0.0,0.0
31512,0.0,0.0,0.0,0.0
31514,0.0,0.0,0.0,0.0
31515,0.0,0.0,0.0,0.0
31516,0.0,0.0,0.0,0.0
31517,0.0,0.0,0.0,0.0
31518,0.0,0.0,0.0,0.0
31520,0.0,0.0,0.0,0.0
31522,0.0,0.0,0.0,0.0
31523,0.0,0.0,0.0,0.0
31524,0.0,0.0,0.0,0.0
31557,0.0,0.0,0.0,0.0
31559,0.0,0.0,0.0,0.0
31560,0.0,0.0,0.0,0.0
31561,0.0,0.0,0.0,0.0
31589,0.0,0.0,0.0,0.0
31590,0.0,0.0,0.0,0.0
31591,0.0,0.0,0.0,0.0
31592,0.0,0.0,0.0,0.0
31594,0.0,0.0,0.0,0.0
31595,0.0,0.0,0.0,0.0
31602,0.0,0.0,0.0,0.0
31603,0.0,0.0,0.0,0.0
31604,0.0,0.0,0.0,0.0
31605,0.0,0.0,0.0,0.0
31606,0.0,0.0,0.0,0.0
31609,0.0,0.0,0.0,0.0
31610,0.0,0.0,0.0,0.0
31611,0.0,0.0,0.0,0.0
31612,0.0,0.0,0.0,0.0
31614,0.0,0.0,0.0,0.0
31615,0.0,0.0,0.0,0.0
31617,0.0,0.0,0.0,0.0
31618,0.0,0.0,0.0,0.0
31619,0.0,0.0,0.0,0.0
31620,0.0,0.0,0.0,0.0
31622,0.0,0.0,0.0,0.0
31623,0.0,0.0,0.0,0.0
31625,0.0,0.0,0.0,0.0
31627,0.0,0.0,0.0,0.0
31628,0.0,0.0,0.0,0.0
31629,0.0,0.0,0.0,0.0
31630,0.0,0.0,0.0,0.0
31631,0.0,0.0,0.0,0.0
31632,0.0,0.0,0.0,0.0
31633,0.0,0.0,0.0,0.0
31634,0.0,0.0,0.0,0.0
31635,0.0,0.0,0.0,0.0
31642,0.0,0.0,0.0,0.0
31643,0.0,0.0,0.0,0.0
31648,0.0,0.0,0.0,0.0
31649,0.0,0.0,0.0,0.0
31652,0.0,0.0,0.0,0.0
31653,0.0,0.0,0.0,0.0
31655,0.0,0.0,0.0,0.0
31656,0.0,0.0,0.0,0.0
31657,0.0,0.0,0.0,0.0
31658,0.0,0.0,0.0,0.0
31660,0.0,0.0,0.0,0.0
31661,0.0,0.0,0.0,0.0
31662,0.0,0.0,0.0,0.0
31663,0.0,0.0,0.0,0.0
31664,0.0,0.0,0.0,0.0
31666,0.0,0.0,0.0,0.0
31668,0.0,0.0,0.0,0.0
31669,0.0,0.0,0.0,0.0
31670,0.0,0.0,0.0,0.0
31671,0.0,0.0,0.0,0.0
31673,0.0,0.0,0.0,0.0
31674,0.0,0.0,0.0,0.0
31675,0.0,0.0,0.0,0.0
31676,0.0,0.0,0.0,0.0
31701,0.0,0.0,0.0,0.0
31702,0.0,0.0,0.0,0.0
31703,0.0,0.0,0.0,0.0
31704,0.0,0.0,0.0,0.0
31705,0.0,0.0,0.0,0.0
31706,0.0,0.0,0.0,0.0
31707,0.0,0.0,0.0,0.0
31708,0.0,0.0,0.0,0.0
31709,0.0,0.0,0.0,0.0
31711,0.0,0.0,0.0,0.0
31713,0.0,0.0,0.0,0.0
31714,0.0,0.0,0.0,0.0
31716,0.0,0.0,0.0,0.0
31717,0.0,0.0,0.0,0.0
31718,0.0,0.0,0.0,0.0
31719,0.0,0.0,0.0,0.0
31720,0.0,0.0,0.0,0.0
31721,0.0,0.0,0.0,0.0
31722,0.0,0.0,0.0,0.0
31723,0.0,0.0,0.0,0.0
31724,0.0,0.0,0.0,0.0
31726,0.0,0.0,0.0,0.0
31727,0.0,0.0,0.0,0.0
31729,0.0,0.0,0.0,0.0
31730,0.0,0.0,0.0,0.0
31731,0.0,0.0,0.0,0.0
31733,0.0,0.0,0.0,0.0
31734,0.0,0.0,0.0,0.0
31735,0.0,0.0,0.0,0.0
31738,0.0,0.0,0.0,0.0
31739,0.0,0.0,0.0,0.0
31740,0.0,0.0,0.0,0.0
31741,0.0,0.0,0.0,0.0
31743,0.0,0.0,0.0,0.0
31745,0.0,0.0,0.0,0.0
31746,0.0,0.0,0.0,0.0
31747,0.0,0.0,0.0,0.0
31748,0.0,0.0,0.0,0.0
31749,0.0,0.0,0.0,0.0
31750,0.0,0.0,0.0,0.0
31751,0.0,0.0,0.0,0.0
31752,0.0,0.0,0.0,0.0
31753,0.0,0.0,0.0,0.0
31754,0.0,0.0,0.0,0.0
31755,0.0,0.0,0.0,0.0
31756,0.0,0.0,0.0,0.0
31757,0.0,0.0,0.0,0.0
31758,0.0,0.0,0.0,0.0
31759,0.0,0.0,0.0,0.0
31760,0.0,0.0,0.0,0.0
31761,0.0,0.0,0.0,0.0
31762,0.0,0.0,0.0,0.0
31763,0.0,0.0,0.0,0.0
31764,0.0,0.0,0.0,0.0
31765,0.0,0.0,0.0,0.0
31766,0.0,0.0,0.0,0.0
31767,0.0,0.0,0.0,0.0
31768,0.0,0.0,0.0,0.0
31769,0.0,0.0,0.0,0.0
31770,0.0,0.0,0.0,0.0
31772,0.0,0.0,0.0,0.0
31773,0.0,0.0,0.0,0.0
31775,0.0,0.0,0.0,0.0
31780,0.0,0.0,0.0,0.0
31781,0.0,0.0,0.0,0.0
31782,0.0,0.0,0.0,0.0
31783,0.0,0.0,0.0,0.0
31784,0.0,0.0,0.0,0.0
31785,0.0,0.0,0.0,0.0
31786,0.0,0.0,0.0,0.0
31787,0.0,0.0,0.0,0.0
31788,0.0,0.0,0.0,0.0
31789,0.0,0.0,0.0,0.0
31790,0.0,0.0,0.0,0.0
31791,0.0,0.0,0.0,0.0
31792,0.0,0.0,0.0,0.0
31793,0.0,0.0,0.0,0.0
31794,0.0,0.0,0.0,0.0
31795,0.0,0.0,0.0,0.0
31796,0.0,0.0,0.0,0.0
31797,0.0,0.0,0.0,0.0
31799,0.0,0.0,0.0,0.0
31801,0.0,0.0,0.0,0.0
31802,0.0,0.0,0.0,0.0
31803,0.0,0.0,0.0,0.0
31805,0.0,0.0,0.0,0.0
31812,0.0,0.0,0.0,0.0
31815,0.0,0.0,0.0,0.0
31816,0.0,0.0,0.0,0.0
31817,0.0,0.0,0.0,0.0
31819,0.0,0.0,0.0,0.0
31820,0.0,0.0,0.0,0.0
31821,0.0,0.0,0.0,0.0
31823,0.0,0.0,0.0,0.0
31825,0.0,0.0,0.0,0.0
31827,0.0,0.0,0.0,0.0
31828,0.0,0.0,0.0,0.0
31830,0.0,0.0,0.0,0.0
31831,0.0,0.0,0.0,0.0
31832,0.0,0.0,0.0,0.0
31833,0.0,0.0,0.0,0.0
31834,0.0,0.0,0.0,0.0
31835,0.0,0.0,0.0,0.0
31836,0.0,0.0,0.0,0.0
31837,0.0,0.0,0.0,0.0
31838,0.0,0.0,0.0,0.0
31839,0.0,0.0,0.0,0.0
31841,0.0,0.0,0.0,0.0
31842,0.0,0.0,0.0,0.0
31843,0.0,0.0,0.0,0.0
31844,0.0,0.0,0.0,0.0
31847,0.0,0.0,0.0,0.0
31848,0.0,0.0,0.0,0.0
31850,0.0,0.0,0.0,0.0
31851,0.0,0.0,0.0,0.0
31852,0.0,0.0,0.0,0.0
31853,0.0,0.0,0.0,0.0
31854,0.0,0.0,0.0,0.0
31855,0.0,0.0,0.0,0.0
31856,0.0,0.0,0.0,0.0
31857,0.0,0.0,0.0,0.0
31859,0.0,0.0,0.0,0.0
31860,0.0,0.0,0.0,0.0
31861,0.0,0.0,0.0,0.0
31862,0.0,0.0,0.0,0.0
31863,0.0,0.0,0.0,0.0
31864,0.0,0.0,0.0,0.0
31917,0.0,0.0,0.0,0.0
31919,0.0,0.0,0.0,0.0
31921,0.0,0.0,0.0,0.0
31922,0.0,0.0,0.0,0.0
31923,0.0,0.0,0.0,0.0
31924,0.0,0.0,0.0,0.0
31926,0.0,0.0,0.0,0.0
31927,0.0,0.0,0.0,0.0
31928,0.0,0.0,0.0,0.0
31929,0.0,0.0,0.0,0.0
31930,0.0,0.0,0.0,0.0
31932,0.0,0.0,0.0,0.0
31933,0.0,0.0,0.0,0.0
31934,0.0,0.0,0.0,0.0
31936,0.0,0.0,0.0,0.0
31937,0.0,0.0,0.0,0.0
31938,0.0,0.0,0.0,0.0
31942,0.0,0.0,0.0,0.0
31943,0.0,0.0,0.0,0.0
31944,0.0,0.0,0.0,0.0
31946,0.0,0.0,0.0,0.0
31948,0.0,0.0,0.0,0.0
31949,0.0,0.0,0.0,0.0
31950,0.0,0.0,0.0,0.0
31953,0.0,0.0,0.0,0.0
31956,0.0,0.0,0.0,0.0
31957,0.0,0.0,0.0,0.0
31958,0.0,0.0,0.0,0.0
31962,0.0,0.0,0.0,0.0
32001,0.0,0.0,0.0,0.0
32002,0.0,0.0,0.0,0.0
32003,0.0,0.0,0.0,0.0
32004,0.0,0.0,0.0,0.0
32006,0.0,0.0,0.0,0.0
32007,0.0,0.0,0.0,0.0
32008,0.0,0.0,0.0,0.0
32010,0.0,0.0,0.0,0.0
32011,0.0,0.0,0.0,0.0
32012,0.0,0.0,0.0,0.0
32014,0.0,0.0,0.0,0.0
32015,0.0,0.0,0.0,0.0
32016,0.0,0.0,0.0,0.0
32017,0.0,0.0,0.0,0.0
32018,0.0,0.0,0.0,0.0
32019,0.0,0.0,0.0,0.0
32020,0.0,0.0,0.0,0.0
32021,0.0,0.0,0.0,0.0
32022,0.0,0.0,0.0,0.0
32024,0.0,0.0,0.0,0.0
32026,0.0,0.0,0.0,0.0
32028,0.0,0.0,0.0,0.0
32029,0.0,0.0,0.0,0.0
32030,0.0,0.0,0.0,0.0
32031,0.0,0.0,0.0,0.0
32032,0.0,0.0,0.0,0.0
32033,0.0,0.0,0.0,0.0
32034,0.0,0.0,0.0,0.0
32036,0.0,0.0,0.0,0.0
32037,0.0,0.0,0.0,0.0
32038,0.0,0.0,0.0,0.0
32039,0.0,0.0,0.0,0.0
32041,0.0,0.0,0.0,0.0
32042,0.0,0.0,0.0,0.0
32044,0.0,0.0,0.0,0.0
32046,0.0,0.0,0.0,0.0
32047,0.0,0.0,0.0,0.0
32048,0.0,0.0,0.0,0.0
32049,0.0,0.0,0.0,0.0
32050,0.0,0.0,0.0,0.0
32051,0.0,0.0,0.0,0.0
32052,0.0,0.0,0.0,0.0
32053,0.0,0.0,0.0,0.0
32054,0.0,0.0,0.0,0.0
32056,0.0,0.0,0.0,0.0
32057,0.0,0.0,0.0,0.0
32058,0.0,0.0,0.0,0.0
32059,0.0,0.0,0.0,0.0
32060,0.0,0.0,0.0,0.0
32061,0.0,0.0,0.0,0.0
32062,0.0,0.0,0.0,0.0
32063,0.0,0.0,0.0,0.0
32064,0.0,0.0,0.0,0.0
32065,0.0,0.0,0.0,0.0
32066,0.0,0.0,0.0,0.0
32067,0.0,0.0,0.0,0.0
32068,0.0,0.0,0.0,0.0
32070,0.0,0.0,0.0,0.0
32071,0.0,0.0,0.0,0.0
32072,0.0,0.0,0.0,0.0
32073,0.0,0.0,0.0,0.0
32074,0.0,0.0,0.0,0.0
32076,0.0,0.0,0.0,0.0
32078,0.0,0.0,0.0,0.0
32079,0.0,0.0,0.0,0.0
32080,0.0,0.0,0.0,0.0
32081,0.0,0.0,0.0,0.0
32082,0.0,0.0,0.0,0.0
32083,0.0,0.0,0.0,0.0
32084,0.0,0.0,0.0,0.0
32085,0.0,0.0,0.0,0.0
32086,0.0,0.0,0.0,0.0
32087,0.0,0.0,0.0,0.0
32088,0.0,0.0,0.0,0.0
32090,0.0,0.0,0.0,0.0
32091,0.0,0.0,0.0,0.0
32092,0.0,0.0,0.0,0.0
32093,0.0,0.0,0.0,0.0
32094,0.0,0.0,0.0,0.0
32095,0.0,0.0,0.0,0.0
32096,0.0,0.0,0.0,0.0
32097,0.0,0.0,0.0,0.0
32098,0.0,0.0,0.0,0.0
32099,0.0,0.0,0.0,0.0
32100,0.0,0.0,0.0,0.0
32101,0.0,0.0,0.0,0.0
32102,0.0,0.0,0.0,0.0
32103,0.0,0.0,0.0,0.0
32107,0.0,0.0,0.0,0.0
32112,0.0,0.0,0.0,0.0
32114,0.0,0.0,0.0,0.0
32115,0.0,0.0,0.0,0.0
32117,0.0,0.0,0.0,0.0
32118,0.0,0.0,0.0,0.0
32119,0.0,0.0,0.0,0.0
32120,0.0,0.0,0.0,0.0
32125,0.0,0.0,0.0,0.0
32126,0.0,0.0,0.0,0.0
32127,0.0,0.0,0.0,0.0
32129,0.0,0.0,0.0,0.0
32130,0.0,0.0,0.0,0.0
32131,0.0,0.0,0.0,0.0
32132,0.0,0.0,0.0,0.0
32133,0.0,0.0,0.0,0.0
32135,0.0,0.0,0.0,0.0
32136,0.0,0.0,0.0,0.0
32137,0.0,0.0,0.0,0.0
32138,0.0,0.0,0.0,0.0
32139,0.0,0.0,0.0,0.0
32140,0.0,0.0,0.0,0.0
32141,0.0,0.0,0.0,0.0
32144,0.0,0.0,0.0,0.0
32145,0.0,0.0,0.0,0.0
32146,0.0,0.0,0.0,0.0
32147,0.0,0.0,0.0,0.0
32149,0.0,0.0,0.0,0.0
32150,0.0,0.0,0.0,0.0
32151,0.0,0.0,0.0,0.0
32152,0.0,0.0,0.0,0.0
32153,0.0,0.0,0.0,0.0
32154,0.0,0.0,0.0,0.0
32155,0.0,0.0,0.0,0.0
32156,0.0,0.0,0.0,0.0
32157,0.0,0.0,0.0,0.0
32159,0.0,0.0,0.0,0.0
32161,0.0,0.0,0.0,0.0
32162,0.0,0.0,0.0,0.0
32163,0.0,0.0,0.0,0.0
32164,0.0,0.0,0.0,0.0
32165,0.0,0.0,0.0,0.0
32166,0.0,0.0,0.0,0.0
32167,0.0,0.0,0.0,0.0
32168,0.0,0.0,0.0,0.0
32169,0.0,0.0,0.0,0.0
