codigo_onibus,distancia_percorrida,segundos_deslocamento,tecnologia,fase_conama,fator_consumo_l,fator_consumo_kg,consumo_l,consumo_kg,emissao_co2,emissao_mp,emissao_nox
45277,182065.26539016745,56460.0,Midiônibus,P8,0.47,0.395,85.5706747333787,71.91577982911615,228.55927221285447,0.0018698102755570197,0.07997034716997715
45278,117361.11784994951,86251.0,Articulado (23m),P7,0.85,0.714,99.75695017245708,83.79583814486395,266.45081391063286,0.04608771097967518,5.509576358024805
45281,148115.91778572008,47621.0,Básico,P5,0.53,0.445,78.50143642643165,65.91158341464543,209.67733669499893,2.557369436488243,1.3829568432060906
45282,202003.3080515816,57241.0,Articulado (18m),P8,0.8,0.672,161.60264644126528,135.74622301066285,431.64066864461955,0.003529401798277234,0.15094979998785707
45287,184621.7326473959,52109.0,Biarticulado,P7,0.9,0.756,166.1595593826563,139.5740298814313,443.812183111075,0.07676571643478722,9.176992464704108
45290,262535.4935553882,54434.0,Midiônibus,P5,0.47,0.395,123.39168197103244,103.70151995437834,329.5791825446276,4.02361897422988,2.1758652916827663
45291,93586.10019104028,21539.0,Midiônibus,P7,0.47,0.395,43.98546708978893,36.96650957546092,117.48518259682623,0.020331580266503505,2.4305480045865555
45292,150737.02794658614,58177.0,Articulado (23m),P7,0.85,0.714,128.1264737545982,107.62623795386249,342.2258113985318,0.05919443087462437,7.076425145466459
45293,307349.0893367807,60485.0,Padron,P8,0.63,0.529,193.62992628217185,162.587668259157,517.1855330996809,0.004227279374738081,0.18079748710418256
45295,6500.256590648148,331.0,Midiônibus,P5,0.47,0.395,3.055120597604629,2.5676013533060185,8.160227116201963,0.09962293250827352,0.05387341159506688
45296,134821.9882590598,86228.0,Midiônibus,P5,0.47,0.395,63.36633448175811,53.25468536232863,169.2514794007759,2.066281792058351,1.1173898082723794
45301,199428.9490399631,86237.0,Padron,P5,0.63,0.529,125.64023789517675,105.49791404214048,335.5850754180171,4.09331906483505,2.2135572324321915
45307,193542.38878892525,56257.0,Biarticulado,P7,0.9,0.756,174.18814991003273,146.31804592442748,465.2565484096974,0.08047492525843512,9.620411519531107
45309,170156.11134214228,86213.0,Articulado (23m),P7,0.85,0.714,144.63269464082094,121.49146349828959,386.3139273856327,0.06682030492405928,7.988063725012541
45311,273214.982617678,49268.0,Padron,P7,0.63,0.529,172.12543904913716,144.53072580475168,459.74704770024533,0.07949189919261343,9.502895221662424
45312,60923.19570894069,86207.0,Miniônibus,P8,0.35,0.294,21.323118498129244,17.911419538428564,56.9540495085032,0.00046569690799914265,0.019917498526732563
45317,206643.71699467543,60183.0,Articulado (23m),P8,0.85,0.714,175.6471594454741,147.54361393419825,469.1535628788613,0.0038361339622891544,0.16406849869482845
45318,162126.3156254312,86196.0,Biarticulado,P5,0.9,0.756,145.91368406288808,122.567494612826,389.73545013197406,4.755618790977649,2.571711171966315
45322,168898.36894696445,52305.0,Articulado (18m),P8,0.8,0.672,135.11869515757155,113.4997039323601,360.90203476587357,0.0029509923022413625,0.12621167077278442
45323,39154.35561150448,13237.0,Padron,P8,0.63,0.529,24.667244035247823,20.71265411848587,65.88620881814693,0.0005385290070806326,0.023032471379756284
45324,185203.75917092056,86247.0,Biarticulado,P5,0.9,0.756,166.6833832538285,140.01404193321594,445.2113166709759,5.432544827008779,2.937774627842737
45325,179426.34469865353,44340.0,Básico,P7,0.53,0.445,95.09596269028638,79.84472339090082,254.00131634575493,0.04391459786499546,5.24979056295173
45327,277159.25013582694,50601.0,Biarticulado,P7,0.9,0.756,249.44332512224426,209.53239310268518,666.2631214015144,0.11524281620647685,13.77675484650155
45329,172214.33576458422,86227.0,Padron,P7,0.63,0.529,108.49503153168806,91.10138361946505,289.79022922113876,0.05010576099070578,5.989915972979827
45330,154319.8946427464,43284.0,Padron,P5,0.63,0.529,97.22153362493023,81.63522426601284,259.6787163121886,3.1674467015212984,1.7128702755494816
45332,197823.03121179403,86220.0,Padron,P8,0.63,0.529,124.62850966343025,104.64838351103906,332.88274931102217,0.0027208579712870154,0.11636900246427542
45333,261503.7218612529,54081.0,Miniônibus,P5,0.35,0.294,91.52630265143851,76.88209422720836,244.46675438199225,2.9830252560156842,1.6131401010752857
45336,90589.16541005005,29520.0,Padron,P7,0.63,0.529,57.07117420833153,47.92166850191648,152.4371063104535,0.026356917676054064,3.1508497040010086
45337,141381.40238650693,51651.0,Básico,P7,0.53,0.445,74.93214326484868,62.91472406199558,200.1437546604108,0.03460309823409757,4.1366431070762095
45340,223979.45393352775,86243.0,Articulado (23m),P5,0.85,0.714,190.3825358434986,159.92133010853883,508.51175323798475,6.204947608211307,3.355469348337362
45343,74897.21185233134,22416.0,Articulado (18m),P8,0.8,0.672,59.91776948186507,50.33092636476666,160.0403622860616,0.0013086040854839332,0.05596799011762053
45348,305865.06040417455,45370.0,Padron,P7,0.63,0.529,192.69498805462996,161.80261695380833,514.6883130939166,0.08899143932459458,10.638522064712898
45349,175794.69337335756,53949.0,Básico,P8,0.53,0.445,93.17118748787951,78.22863855114412,248.86024178012616,0.002033944602329747,0.08699024606887225
45350,8653.15762790831,1530.0,Articulado (18m),P7,0.8,0.672,6.922526102326647,5.814921925954383,18.490067219314472,0.003198207059274911,0.3823311166315007
45355,261991.15871128123,57370.0,Articulado (23m),P5,0.85,0.714,222.69248490458904,187.0616873198548,594.8116271801573,7.257993468010366,3.9249283233451937
45356,183514.9402255145,47651.0,Biarticulado,P5,0.9,0.756,165.16344620296306,138.73729481048895,441.1515648081143,5.383007038646971,2.910985919713679
45358,141508.2731288857,45499.0,Articulado (23m),P7,0.85,0.714,120.28203215955283,101.03690701402438,321.27330789816557,0.05557029885771341,6.643176636172103
45359,187443.79670986536,51269.0,Básico,P8,0.53,0.445,99.34521225622865,83.41248953589009,265.3510619363867,0.002168724727933142,0.09275468836390978
45361,121915.23203994724,86234.0,Articulado (23m),P5,0.85,0.714,103.62794723395515,87.04747567652232,276.7902470618942,3.377442056249066,1.8264301346447915
45363,151516.2677495298,84330.0,Básico,P5,0.53,0.445,80.30362190725079,67.42473914854075,214.49097411426683,2.6160798789633812,1.414705876814682
45365,92978.7896907615,46899.0,Articulado (18m),P7,0.8,0.672,74.3830317526092,62.48174667219173,198.67707781121916,0.03436496066970546,4.108174843696607
45366,1167.0025271988684,86253.0,Articulado (18m),P7,0.8,0.672,0.9336020217590948,0.7842256982776397,2.493651000118542,0.00043132413405270185,0.05156283966175481
45368,4926.121919920519,86227.0,Midiônibus,P8,0.47,0.395,2.315277302362644,1.945818158368605,6.184105674610621,5.0591272117583726e-05,0.0021637497921058887
45370,152116.33935835696,86213.0,Articulado (23m),P5,0.85,0.714,129.2988884546034,108.61106630186686,345.35733106224563,4.214109372512434,2.2788773931457706
45372,0.0,0.0,Padron,P5,0.63,0.529,0.0,0.0,0.0,0.0,0.0
45373,210.60311831019973,45.0,Articulado (23m),P5,0.85,0.714,0.17901265056366977,0.1503706264734826,0.47814278965556195,0.005834380307171125,0.0031550764846666117
45378,3976.9806746689214,86178.0,Padron,P8,0.63,0.529,2.5054978250414206,2.1038227768998596,6.692184690685634,5.4699392199396345e-05,0.0023394509279126437
45379,193198.98210341737,78818.0,Midiônibus,P5,0.47,0.395,90.80352158860616,76.31359793084987,242.53620616316704,2.960967599716975,1.601211911785092
45383,292313.86081919225,86247.0,Básico,P7,0.53,0.445,154.92634623417192,130.07966806454056,413.80827079147315,0.07154381743549731,8.552738175243542
45387,208576.27126274633,60358.0,Midiônibus,P7,0.47,0.395,98.03084749349077,82.3876271487848,261.8403936551138,0.04531319493183164,5.416986485032601
45388,400116.7807041255,56286.0,Miniônibus,P8,0.35,0.294,140.0408732464439,117.63433352701288,374.04917244125164,0.0030584926717023347,0.1308093788820383
45389,209288.7646211155,86227.0,Biarticulado,P7,0.9,0.756,188.35988815900396,158.2223060535633,503.10926127269954,0.08702226832945982,10.403116623021788
45390,76215.61384543135,18269.0,Midiônibus,P8,0.47,0.395,35.821338507352735,30.105167468945385,95.67879515313915,0.00078273435419258,0.03347694622546726
45397,194617.85271927514,86222.0,Padron,P7,0.63,0.529,122.60924721314333,102.95284408849655,327.48929930630584,0.056624064248673105,6.769149498818648
45400,206900.86820549224,86229.0,Miniônibus,P8,0.35,0.294,72.41530387192228,60.82885525241471,193.4212766419044,0.0015815502365627823,0.06764168704068516
45403,9585.114917042016,2165.0,Midiônibus,P8,0.47,0.395,4.505004011009747,3.7861203922315965,12.032865713407034,9.84391301980215e-05,0.004210165876161535
45404,236219.25660573304,50575.0,Articulado (23m),P8,0.85,0.714,200.78636811487308,168.6605492164934,536.300389234826,0.004385174279628828,0.18755053072874064
45408,208038.25228963344,60247.0,Biarticulado,P5,0.9,0.756,187.2344270606701,157.27691873096288,500.1031546790498,6.10234444676136,3.2999843088130634
45410,200048.85504509648,60264.0,Articulado (23m),P7,0.85,0.714,170.041526788332,142.83488250219887,454.1809180516347,0.07855918537620939,9.391393524519575
45411,469908.71748584457,86220.0,Biarticulado,P7,0.9,0.756,422.91784573726017,355.2509904192985,1129.6135659642218,0.1953880447306142,23.357752620068876
45412,336021.11764830246,86188.0,Articulado (23m),P8,0.85,0.714,285.61795000105707,239.91907800088794,762.8855444528234,0.006237896028023086,0.2667900147369874
45414,351778.90444142447,60311.0,Padron,P7,0.63,0.529,221.6207097980974,186.09104044951354,591.9489158707181,0.10235007224723246,12.235485909555516
45415,219614.29445593117,58853.0,Articulado (23m),P8,0.85,0.714,186.67215028754148,156.80460624153486,498.60131341802327,0.004076919762279906,0.17436672214058674
45416,290532.95902911585,86219.0,Midiônibus,P7,0.47,0.395,136.55049074368443,114.76051881650076,364.7263607763811,0.06311828534907542,7.545504112184926
45417,217135.35800010888,57764.0,Midiônibus,P8,0.47,0.395,102.05361826005117,85.76846641004302,272.5852143725966,0.002229980126661118,0.09537453464796783
45418,153007.3335903266,48401.0,Midiônibus,P8,0.47,0.395,71.9134467874535,60.43789676817901,192.08081636928827,0.001571385315972654,0.06720694120621505
45421,212588.0342164043,48088.0,Articulado (18m),P5,0.8,0.672,170.07042737312347,142.8591589934237,454.25811151361273,5.54293536894484,2.997470874000016
45424,211938.02230350455,60097.0,Biarticulado,P5,0.9,0.756,190.74422007315408,160.22514486144942,509.47781181539455,6.216735620624238,3.361843989482932
45429,237944.73230048927,86223.0,Biarticulado,P8,0.9,0.756,214.15025907044034,179.88621761916988,571.9953419771462,0.004677041658098417,0.2000334739925169
45430,274354.0867624377,55412.0,Articulado (18m),P5,0.8,0.672,219.48326940995017,184.36594630435815,586.2398125939768,7.153398716609097,3.868366285358043
45433,197135.14740846804,86196.0,Articulado (23m),P8,0.85,0.714,167.56487529719783,140.75449524964617,447.5657819188154,0.0036596168764908,0.15651899871760652
45438,168226.15135799663,86195.0,Articulado (23m),P7,0.85,0.714,142.99222865429712,120.11347206960959,381.9322427356276,0.06606240963828527,7.89746078857683
45440,176094.94955454822,86224.0,Midiônibus,P5,0.47,0.395,82.76462629063765,69.55750507404655,221.06431682229314,2.698831196873006,1.4594555714636446
45446,0.0,86234.0,Miniônibus,P7,0.35,0.294,0.0,0.0,0.0,0.0,0.0
45449,100236.96117306722,86153.0,Articulado (18m),P7,0.8,0.672,80.18956893845377,67.35923790830117,214.18633863461002,0.037047580849565644,4.428869892470802
45451,70842.1985582639,23604.0,Articulado (18m),P8,0.8,0.672,56.67375884661112,47.60595743115334,151.3756098792983,0.0012377548932099869,0.05293782466344251
45453,248818.348586273,86237.0,Articulado (23m),P5,0.85,0.714,211.49559629833206,177.6563008905989,564.9047377128448,6.893064474555238,3.7275845052865466
45454,150969.66928788245,56843.0,Miniônibus,P7,0.35,0.294,52.839384250758854,44.38508277063744,141.13399533377688,0.02441179552385059,2.918319192169412
45455,162368.52955929568,86221.0,Articulado (23m),P5,0.85,0.714,138.01325012540133,115.93113010533712,368.63339108494694,4.49812784808708,2.4324669718701837
45460,191733.6007962859,56887.0,Miniônibus,P7,0.35,0.294,67.10676027870007,56.369678634108055,179.24215670440788,0.031003323248759432,3.7063063701926047
45461,235906.3516795114,57392.0,Articulado (23m),P5,0.85,0.714,200.5203989275847,168.43713509917114,535.5899855355786,6.53536084184784,3.5341479686508093
45464,249396.32805787757,86203.0,Midiônibus,P8,0.47,0.395,117.21627418720246,98.51154958286165,313.08466835401777,0.0025613002891544025,0.10954484313614214
45466,156133.4223775987,86209.0,Biarticulado,P7,0.9,0.756,140.52008013983883,118.03686731746461,375.32913405350945,0.06492027702460554,7.760924026123298
45468,187194.03121380537,81324.0,Articulado (23m),P7,0.85,0.714,159.11492653173457,133.65653828665702,424.995968766263,0.07351109605766137,8.7879173923477
45472,61390.47722277642,16787.0,Miniônibus,P5,0.35,0.294,21.486667027971745,18.048800303496265,57.39088763171252,0.700293451775655,0.37869992796795865
45473,189884.83862060314,86213.0,Miniônibus,P7,0.35,0.294,66.4596935172111,55.82614255445732,177.51384138447082,0.030704378404951528,3.670568872955569
45475,376553.07584470365,52913.0,Midiônibus,P8,0.47,0.395,176.9799456470107,148.73846495865794,472.7134348231656,0.0038672000889251063,0.16539717303402762
45476,75134.05311463705,23184.0,Biarticulado,P5,0.9,0.756,67.62064780317336,56.801344154665614,180.61475028227602,2.203892153201026,1.191805803053194
45477,109394.59166740825,27463.0,Midiônibus,P5,0.47,0.395,51.41545808368188,43.21086370862626,137.3306885415143,1.6765815118946992,0.9066503423343962
45478,205207.8963279342,85738.0,Articulado (23m),P8,0.85,0.714,174.42671187874407,146.51843797814502,465.8937474281254,0.00380947938743177,0.16292850303169726
45479,141857.7938532892,45843.0,Articulado (23m),P7,0.85,0.714,120.57912477529581,101.28646481124848,322.0668422748151,0.055707555646186666,6.6595850613395875
45486,0.0,70524.0,Midiônibus,P7,0.47,0.395,0.0,0.0,0.0,0.0,0.0
45487,149150.84412042133,44334.0,Articulado (18m),P5,0.8,0.672,119.32067529633707,100.22936724892314,318.7055237165163,3.888899449258218,2.1030125836169056
45489,115573.82618892746,86241.0,Midiônibus,P8,0.47,0.395,54.3196983087959,45.65166134462635,145.08791418279384,0.0011869431949602849,0.0507646474152245
45490,0.0,86209.0,Articulado (23m),P8,0.85,0.714,0.0,0.0,0.0,0.0,0.0
45492,177217.61586308718,52937.0,Básico,P8,0.53,0.445,93.92533640743622,78.8618390590738,250.87457354426212,0.002050407815535919,0.08769436503369006
45494,155466.0500884122,86225.0,Articulado (23m),P5,0.85,0.714,132.14614257515035,111.00275976312629,352.96234681822654,4.3069070788093,2.329059905349916
45496,204131.3410841377,59468.0,Biarticulado,P5,0.9,0.756,183.71820697572394,154.32329385960813,490.71133083215864,5.987743801752796,3.2380113517622977
45497,97415.65725740668,29213.0,Articulado (18m),P7,0.8,0.672,77.93252580592535,65.46332167697729,208.1577764276266,0.03600482692233751,4.304213400261257
45501,210243.43106275008,60057.0,Articulado (18m),P5,0.8,0.672,168.1947448502001,141.28358567416808,449.2481634948844,5.481803124157722,2.9644121946153947
45504,272496.35543252947,60182.0,Articulado (23m),P8,0.85,0.714,231.62190211765005,194.56239777882604,618.6621005562432,0.005058622342249477,0.21635338633005455
45507,231277.57041027182,52360.0,Miniônibus,P8,0.35,0.294,80.94714964359513,67.9956057006199,216.20983669804255,0.0017678857482161174,0.07561111353908932
45508,174259.23918778417,50879.0,Básico,P7,0.53,0.445,92.35739676952562,77.54536143856396,246.68660677140292,0.04264994879121018,5.098607514585581
45510,199340.71484993934,59835.0,Padron,P5,0.63,0.529,125.58465035546178,105.45123815561792,335.4366010994384,4.091508040437975,2.212577878981175
45519,703.0079445808757,86219.0,Articulado (18m),P8,0.8,0.672,0.5624063556647005,0.47242133875834846,1.502187375980415,1.228295480771706e-05,0.0005253325286992835
45521,145668.72583381057,86211.0,Miniônibus,P8,0.35,0.294,50.9840540418337,42.82660539514031,136.1784083457378,0.001113491740273648,0.047623185199396026
45524,219307.35311375873,60440.0,Miniônibus,P5,0.35,0.294,76.75757358981555,64.47636181544506,205.0194790583973,2.5016828384392684,1.3528430236116682
45527,174157.10009374263,59054.0,Articulado (18m),P8,0.8,0.672,139.3256800749941,117.03357126299505,372.1388914803092,0.0030428728528378714,0.1301413312444505
45529,8066.210873089385,1556.0,Miniônibus,P5,0.35,0.294,2.823173805581285,2.371465996688279,7.540697234707611,0.09201288067150523,0.04975809954251348
45533,214355.37788808107,60437.0,Biarticulado,P8,0.9,0.756,192.919840099273,162.0526656833893,515.2888929051581,0.0042133693077681215,0.1802025642399289
45536,172271.1144744539,53110.0,Midiônibus,P7,0.47,0.395,80.96742380299332,68.04709021740929,216.26398897779515,0.03742589961957511,4.474096181794661
45539,226488.278048804,45624.0,Básico,P5,0.53,0.445,120.03878736586613,100.78728373171778,320.6236010542284,3.91054660879065,2.1147187872589024
45545,159974.2336549121,48159.0,Básico,P8,0.53,0.445,84.78634383710342,71.18853397643588,226.4643243889032,0.0018509018833873328,0.07916164978179668
45546,120765.76629491948,48084.0,Miniônibus,P5,0.35,0.294,42.268018203221814,35.50513529070632,112.89787662080546,1.3775992492794054,0.7449687486696001
45549,207851.43062912,86195.0,Miniônibus,P8,0.35,0.294,72.748000720192,61.10832060496128,194.3099099236328,0.001588816335728993,0.06795245251271693
45550,176891.43236716927,46584.0,Miniônibus,P7,0.35,0.294,61.91200132850924,52.006081115947765,165.36695554844817,0.028603344613771273,3.4193998333735656
45554,217150.20495966234,86120.0,Biarticulado,P8,0.9,0.756,195.43518446369612,164.16555494950472,522.0073777025323,0.004268304428687123,0.18255209710384923
45558,43722.143678932975,7751.0,Midiônibus,P5,0.47,0.395,20.549407529098495,17.270246753178526,54.88746751022207,0.6700855740233268,0.36236431737519187
45560,178667.47184989692,51386.0,Articulado (23m),P7,0.85,0.714,151.86735107241236,127.56857490082639,405.6376947144134,0.07016271619545451,8.387633799729336
45561,173570.74200835233,83847.0,Padron,P5,0.63,0.529,109.34956746526197,91.81892252241839,292.0726946997147,3.5625741938698336,1.9265446323653828
45566,170692.7186872844,86194.0,Articulado (23m),P5,0.85,0.714,145.08881088419173,121.87460114272105,387.5322138716761,4.728734524337577,2.557172881176573
45567,156769.28593480846,51626.0,Miniônibus,P8,0.35,0.294,54.86925007718296,46.090170064833686,146.55576695615568,0.0011983444216856758,0.05125226911209505
45568,219689.27818237455,59058.0,Básico,P5,0.53,0.445,116.43531743665852,97.76172879115667,310.9987328733149,3.7931550770968787,2.0512365934960495
45570,263056.9050547021,57786.0,Biarticulado,P8,0.9,0.756,236.7512145492319,198.8710202213548,632.3624940609983,0.005170646525755224,0.22114457448614652
45574,209817.49014527464,86208.0,Padron,P7,0.63,0.529,132.18501879152302,110.99345228685029,353.06618519215795,0.06104639875776766,7.297819487860407
45576,231136.67130711843,86196.0,Articulado (18m),P8,0.8,0.672,184.90933704569477,155.3238431183836,493.8928392490507,0.004038419921077973,0.17272011354764255
45578,140301.50628439625,60428.0,Básico,P8,0.53,0.445,74.35979833073002,62.43417029655633,198.61502134137984,0.0016232884277104646,0.06942679736977063
45579,225015.0967215982,59913.0,Básico,P8,0.53,0.445,119.25800126244705,100.1317180411112,318.53812137199606,0.002603424669068891,0.11134647046171564
45589,67712.39968749242,18135.0,Básico,P7,0.53,0.445,35.88757183437099,30.132017860934127,95.85570436960491,0.01657260982351377,1.981180174356419
45591,149318.5929966988,86218.0,Articulado (23m),P7,0.85,0.714,126.92080404719398,106.61347539964295,339.0054676100551,0.05863741146980363,7.009836007526524
45594,249732.3037638905,86213.0,Midiônibus,P8,0.47,0.395,117.37418276902852,98.64425998673674,313.50644217607515,0.002564750759655155,0.10969241710525125
45600,170757.8053350084,86259.0,Padron,P5,0.63,0.529,107.57741736105528,90.33087902221943,287.33928177137864,3.504838106062114,1.8953225036442083
45601,436732.1777503199,86183.0,Midiônibus,P5,0.47,0.395,205.2641235426503,172.50921021137634,548.260473982419,6.693357356201402,3.6195882486550985
45602,252738.6818739544,86209.0,Midiônibus,P5,0.47,0.395,118.78718048075855,99.831779340212,317.28055906410606,3.8734730384002254,2.0946703941163283
45604,98448.5146462786,86117.0,Miniônibus,P5,0.35,0.294,34.456980126197514,28.94386330600591,92.03459391707355,1.1230218962730294,0.607300139886616
45606,103.44930946289034,86206.0,Básico,P8,0.53,0.445,0.05482813401533188,0.0460349427109862,0.14644594595495145,1.1969085104856411e-06,5.119085629461665e-05
45608,197672.25424377815,55872.0,Articulado (18m),P7,0.8,0.672,158.13780339502253,132.83575485181893,422.38607286810515,0.07305966516850042,8.733950881507095
45614,289432.23737650795,55640.0,Básico,P5,0.53,0.445,153.3990858095492,128.79734563254604,409.72895819730593,4.997337010542786,2.702425906062081
45620,187568.62869424134,86216.0,Miniônibus,P8,0.35,0.294,65.64902004298446,55.14517683610695,175.34853253481148,0.0014337745977387806,0.06132143664175092
45623,212670.68430330616,59468.0,Biarticulado,P5,0.9,0.756,191.40361587297554,160.77903733329947,511.23905799671763,6.238226648532019,3.3734657613272896
45624,428401.59446073504,59130.0,Midiônibus,P7,0.47,0.395,201.34874939654546,169.21862981199035,537.8025096381729,0.0930702463965947,11.126124910138365
45633,130716.53689251594,34061.0,Básico,P8,0.53,0.445,69.27976455303344,58.168858917169594,185.04625112115232,0.0015123903318464093,0.06468377111589259
45634,73170.55903247821,17190.0,Miniônibus,P7,0.35,0.294,25.609695661367372,21.512144355548593,68.40349711151225,0.011831679395551726,1.41442349137732
45638,177909.6048023584,53250.0,Articulado (18m),P8,0.8,0.672,142.3276838418867,119.55525442718485,380.15724354167935,0.0031084366151068058,0.13294544292302954
45639,171253.54014269862,57779.0,Miniônibus,P5,0.35,0.294,59.938739049944516,50.34854080195339,160.09637200240178,1.9535233831157917,1.056413083106586
45640,211870.40721563398,59039.0,Padron,P5,0.63,0.529,133.4783565458494,112.07944541707037,356.5206903339637,4.348682482182331,2.3516509237409706
45641,49169.913861331544,13401.0,Articulado (23m),P7,0.85,0.714,41.79442678213181,35.10731849699072,111.63291393507406,0.019309025173344898,2.30830619117714
45646,172091.11699995163,53317.0,Articulado (23m),P5,0.85,0.714,146.27744944995888,122.87305753796545,390.7070674808401,4.76747463247306,2.578122493261591
45649,100515.21873554871,29337.0,Padron,P5,0.63,0.529,63.32458780339569,53.17255071110527,169.13997402286986,2.0630949675908847,1.1156664590204108
45658,165934.49362404074,49992.0,Miniônibus,P7,0.35,0.294,58.07707276841425,48.784741125467974,155.12386136443445,0.026831607619007387,3.2075967289995195
45665,226938.33397060086,86222.0,Padron,P8,0.63,0.529,142.97115040147855,120.05037867044787,381.8759427223492,0.0031213098454316445,0.13349602108153802
45667,173072.06842749822,51375.0,Biarticulado,P8,0.9,0.756,155.7648615847484,130.84248373118865,416.0479452928629,0.0034019045770109046,0.14549684190908177
45668,375.2603081055373,148.0,Articulado (23m),P5,0.85,0.714,0.31897126188970676,0.26793585998735364,0.8519722405074067,0.010395911367509322,0.005621830214254654
45673,139221.46416210858,86201.0,Padron,P7,0.63,0.529,87.70952242212842,73.64815454175545,234.27213438950497,0.0405064849979655,4.842366161120421
45674,214188.29687604096,79268.0,Padron,P8,0.63,0.529,134.9386270319058,113.30560904742568,360.4210728022204,0.0029459458352330673,0.12599583726073735
45675,374031.69763361727,86199.0,Biarticulado,P7,0.9,0.756,336.62852787025554,282.76796341101465,899.1347979414525,0.15552237987605808,18.591993594274214
45676,85659.5761109394,22458.0,Articulado (18m),P8,0.8,0.672,68.52766088875153,57.56323514655128,183.0373822338553,0.0014966441138103332,0.06401031748296501
45678,132123.27945839002,46538.0,Articulado (18m),P8,0.8,0.672,105.69862356671202,88.7868437960381,282.3210235466878,0.0023084579386969902,0.09873097030119436
45679,56396.95697188845,22769.0,Padron,P7,0.63,0.529,35.53008289228973,29.83399023812899,94.90085140530586,0.016408694630970947,1.9615848581569812
45697,4127.024997150246,1553.0,Biarticulado,P7,0.9,0.756,3.714322497435222,3.120030897845586,9.920955390649477,0.0017160169938150724,0.2051420315333473
45704,219985.7884008853,59761.0,Miniônibus,P7,0.35,0.294,76.99502594030984,64.67582178986028,205.65371428656758,0.03557170198442316,4.252435282683313
45707,55285.1845919141,14459.0,Biarticulado,P7,0.9,0.756,49.756666132722685,41.79559955148706,132.9000552405023,0.022987579753317885,2.748060670510274
45708,56499.5486283472,14233.0,Articulado (23m),P8,0.85,0.714,48.02461633409512,40.340677720639896,128.27375022836807,0.0010488576207366373,0.04485883362535156
45710,445163.74398577405,86043.0,Articulado (18m),P8,0.8,0.672,356.13099518861924,299.1500359584402,951.2258881488019,0.007777900934919445,0.3326548399857855
