hora_requisicao,codigo_linha,nome_linha,letreiro,codigo_onibus,x,y,hora_gps,geometry
14:02:00,33873,414P-10,TERM. NORTE METRÔ CARRÃO - VL. INDUSTRIAL,3117,-46.5336215,-23.5853735,2025-10-16 14:02:22-03:00,POINT (343505.2290380945 7390839.001704136)
14:02:00,34490,7001-10,JD. ÂNGELA - VL. GILDA,7302,-46.781694,-23.7006965,2025-10-16 14:02:40-03:00,POINT (318345.3846430328 7377774.336960291)
14:02:00,34760,7004-10,EST. STO. AMARO/GUIDO CALOI - TERM. JD. JACIRA,7316,-46.7776975,-23.692423,2025-10-16 14:02:43-03:00,POINT (318741.51263700426 7378695.683259494)
14:02:00,2450,189L-10,LAPA - CONEXÃO VL. IÓRIO,10005,-46.710868000000005,-23.4866105,2025-10-16 14:02:08-03:00,POINT (325284.587390002 7401571.133566486)
14:02:00,2450,189L-10,LAPA - CONEXÃO VL. IÓRIO,10006,-46.7108055,-23.4874315,2025-10-16 14:02:25-03:00,POINT (325292.0535115632 7401480.2916203365)
14:02:00,2450,189L-10,LAPA - CONEXÃO VL. IÓRIO,10007,-46.70661375,-23.50178625,2025-10-16 14:02:32-03:00,POINT (325739.0854154605 7399895.731028347)
14:02:00,35218,189L-10,LAPA - CONEXÃO VL. IÓRIO,10008,-46.70176875,-23.51415575,2025-10-16 14:02:40-03:00,POINT (326250.1376024016 7398531.798541587)
14:02:00,35218,189L-10,LAPA - CONEXÃO VL. IÓRIO,10011,-46.702667,-23.5179265,2025-10-16 14:02:42-03:00,POINT (326163.3609296374 7398113.136034919)
14:02:00,34026,8008-10,TERM. PIRITUBA - HAB. TURÍSTICA,10201,-46.752313,-23.483385,2025-10-16 14:02:25-03:00,POINT (321046.934999272 7401877.328582834)
14:02:00,34026,8008-10,TERM. PIRITUBA - HAB. TURÍSTICA,10202,-46.734941500000005,-23.487548,2025-10-16 14:02:38-03:00,POINT (322826.92001598264 7401437.836533485)
14:02:00,34026,8008-10,TERM. PIRITUBA - HAB. TURÍSTICA,10203,-46.727972,-23.4883325,2025-10-16 14:02:11-03:00,POINT (323539.8419295937 7401359.536592523)
14:02:00,1258,8008-10,TERM. PIRITUBA - HAB. TURÍSTICA,10204,-46.7552685,-23.4837285,2025-10-16 14:02:29-03:00,POINT (320745.5074587057 7401835.60518153)
14:02:00,34026,8008-10,TERM. PIRITUBA - HAB. TURÍSTICA,10205,-46.756864,-23.475456,2025-10-16 14:02:04-03:00,POINT (320571.3384352567 7402749.7292806115)
14:02:00,1423,948A-10,METRÔ BARRA FUNDA - VL. ZATT,10206,-46.700479,-23.5232155,2025-10-16 14:02:09-03:00,POINT (326393.7328085555 7397530.0780691)
14:02:00,1423,948A-10,METRÔ BARRA FUNDA - VL. ZATT,10207,-46.728647,-23.4889055,2025-10-16 14:02:06-03:00,POINT (323471.6599730733 7401295.2527256925)
14:02:00,34191,948A-10,METRÔ BARRA FUNDA - VL. ZATT,10208,-46.7135935,-23.4694535,2025-10-16 14:02:28-03:00,POINT (324983.5544033579 7403467.791413982)
14:02:00,34022,8004-10,TERM. LAPA - HAB. TURÍSTICA,10210,-46.750852,-23.4842785,2025-10-16 14:02:07-03:00,POINT (321197.37525183597 7401780.199113239)
14:02:00,33233,958P-10,VL. OLÍMPIA - JD. NARDINI,10211,-46.7585985,-23.4800695,2025-10-16 14:02:11-03:00,POINT (320400.40498841985 7402236.653724699)
14:02:00,33233,958P-10,VL. OLÍMPIA - JD. NARDINI,10213,-46.7584765,-23.48044,2025-10-16 14:02:17-03:00,POINT (320413.3690072334 7402195.77614175)
14:02:00,33233,958P-10,VL. OLÍMPIA - JD. NARDINI,10214,-46.7390265,-23.50070625,2025-10-16 14:02:29-03:00,POINT (322427.30691996525 7399975.6265203)
14:02:00,33233,958P-10,VL. OLÍMPIA - JD. NARDINI,10215,-46.6835165,-23.5834015,2025-10-16 14:02:30-03:00,POINT (328204.1016150044 7390885.485155714)
14:02:00,465,958P-10,VL. OLÍMPIA - JD. NARDINI,10216,-46.6863195,-23.578369,2025-10-16 14:02:03-03:00,POINT (327911.4469466079 7391439.420969335)
14:02:00,33233,958P-10,VL. OLÍMPIA - JD. NARDINI,10217,-46.728971,-23.5330285,2025-10-16 14:02:12-03:00,POINT (323497.4053772432 7396408.606610363)
14:02:00,465,958P-10,VL. OLÍMPIA - JD. NARDINI,10218,-46.7394925,-23.505135,2025-10-16 14:02:24-03:00,POINT (322385.65332928085 7399484.602326821)
14:02:00,33233,958P-10,VL. OLÍMPIA - JD. NARDINI,10219,-46.7584765,-23.48044,2025-10-16 14:02:05-03:00,POINT (320413.3690072334 7402195.77614175)
14:02:00,33178,8047-41,METRÔ VL. MADALENA - JARAGUÁ,10220,-46.6901735,-23.5472365,2025-10-16 14:02:12-03:00,POINT (327477.4012447705 7394882.416600592)
14:02:00,410,8047-41,METRÔ VL. MADALENA - JARAGUÁ,10221,-46.7538845,-23.4903975,2025-10-16 14:02:16-03:00,POINT (320895.88988166425 7401098.791026234)
14:02:00,33178,8047-41,METRÔ VL. MADALENA - JARAGUÁ,10222,-46.754795,-23.434307,2025-10-16 14:02:23-03:00,POINT (320727.1230072628 7407309.226103703)
14:02:00,33178,8047-41,METRÔ VL. MADALENA - JARAGUÁ,10223,-46.747114,-23.506648,2025-10-16 14:02:28-03:00,POINT (321609.3180297549 7399307.600887883)
14:02:00,34110,847J-10,JAGUARÉ - CITY JARAGUÁ,10224,-46.6987555,-23.5168675,2025-10-16 14:02:20-03:00,POINT (326561.40463009593 7398235.142633446)
14:02:00,34110,847J-10,JAGUARÉ - CITY JARAGUÁ,10225,-46.73772699999999,-23.55572475,2025-10-16 14:01:57-03:00,POINT (322633.8188983075 7393884.368945681)
14:02:00,1342,847J-10,JAGUARÉ - CITY JARAGUÁ,10226,-46.718044,-23.522176,2025-10-16 14:02:35-03:00,POINT (324598.7318651634 7397623.831090642)
14:02:00,1342,847J-10,JAGUARÉ - CITY JARAGUÁ,10227,-46.717594000000005,-23.482552,2025-10-16 14:02:30-03:00,POINT (324592.21025009645 7402012.380616352)
14:02:00,34110,847J-10,JAGUARÉ - CITY JARAGUÁ,10228,-46.7346295,-23.436523,2025-10-16 14:02:36-03:00,POINT (322790.65681135317 7407088.786542095)
14:02:00,34110,847J-10,JAGUARÉ - CITY JARAGUÁ,10229,-46.734697,-23.4363585,2025-10-16 14:02:14-03:00,POINT (322783.54014509666 7407106.920322048)
14:02:00,34191,948A-10,METRÔ BARRA FUNDA - VL. ZATT,10230,-46.6726035,-23.526428000000003,2025-10-16 14:02:25-03:00,POINT (329244.3199549983 7397207.778403629)
14:02:00,406,8040-10,TERM. LAPA - SOL NASCENTE,10402,-46.71838,-23.5221375,2025-10-16 14:02:35-03:00,POINT (324564.37031524675 7397627.683857812)
14:02:00,420,8062-10,LAPA - PQ. SÃO DOMINGOS,10403,-46.71714,-23.507236,2025-10-16 14:02:19-03:00,POINT (324671.2541348577 7399279.4078092)
14:02:00,33175,8043-10,LAPA - HAB. TURÍSTICA,10407,-46.7566385,-23.47551,2025-10-16 14:02:19-03:00,POINT (320594.4467887286 7402744.030646389)
14:02:00,33176,8047-10,LAPA - JARAGUÁ,10408,-46.766291875,-23.49102875,2025-10-16 14:02:31-03:00,POINT (319629.4514507378 7401013.362167136)
14:02:00,408,8047-10,LAPA - JARAGUÁ,10409,-46.74457099999999,-23.447001,2025-10-16 14:02:38-03:00,POINT (321788.879645963 7405916.168749563)
14:02:00,33176,8047-10,LAPA - JARAGUÁ,10410,-46.70967375,-23.51994475,2025-10-16 14:02:32-03:00,POINT (325450.5117873846 7397881.12861724)
14:02:00,33176,8047-10,LAPA - JARAGUÁ,10411,-46.701916,-23.5196485,2025-10-16 14:02:38-03:00,POINT (326242.31207248534 7397923.350295042)
14:02:00,408,8047-10,LAPA - JARAGUÁ,10412,-46.7540715,-23.4791805,2025-10-16 14:02:15-03:00,POINT (320861.63005825947 7402340.753070543)
14:02:00,33176,8047-10,LAPA - JARAGUÁ,10413,-46.7468525,-23.447141,2025-10-16 14:02:12-03:00,POINT (321555.95872550656 7405897.837989203)
14:02:00,33176,8047-10,LAPA - JARAGUÁ,10416,-46.7532055,-23.460265,2025-10-16 14:02:26-03:00,POINT (320924.5553832132 7404436.571748894)
14:02:00,1252,8002-10,TERM. LAPA - TERM. PIRITUBA,10420,-46.733435,-23.508913,2025-10-16 14:02:08-03:00,POINT (323009.34650891076 7399073.700484922)
14:02:00,408,8047-10,LAPA - JARAGUÁ,10423,-46.754850375,-23.5003249375,2025-10-16 14:02:38-03:00,POINT (320810.6633830045 7399998.198715275)
14:02:00,408,8047-10,LAPA - JARAGUÁ,10424,-46.7143895,-23.51443425,2025-10-16 14:02:09-03:00,POINT (324961.6697155146 7398485.6230192315)
14:02:00,1251,8001-10,TERM. LAPA - VL. PIAUÍ,10427,-46.714955,-23.514592125,2025-10-16 14:02:34-03:00,POINT (324904.129458952 7398467.4500413)
14:02:00,34019,8001-10,TERM. LAPA - VL. PIAUÍ,10428,-46.7609325,-23.502658,2025-10-16 14:02:07-03:00,POINT (320192.6456767436 7399732.226993378)
14:02:00,34020,8002-10,TERM. LAPA - TERM. PIRITUBA,10429,-46.738014500000006,-23.5053255,2025-10-16 14:02:03-03:00,POINT (322536.8545688633 7399465.333528839)
14:02:00,1252,8002-10,TERM. LAPA - TERM. PIRITUBA,10430,-46.726683,-23.487007,2025-10-16 14:02:39-03:00,POINT (323669.7381584813 7401507.906422706)
14:02:00,34019,8001-10,TERM. LAPA - VL. PIAUÍ,10431,-46.71243153125,-23.517581625,2025-10-16 14:02:05-03:00,POINT (325165.77598758077 7398139.466182709)
14:02:00,1252,8002-10,TERM. LAPA - TERM. PIRITUBA,10432,-46.7003425,-23.519705,2025-10-16 14:02:10-03:00,POINT (326403.06558743364 7397918.997805404)
14:02:00,33176,8047-10,LAPA - JARAGUÁ,10433,-46.754654,-23.434525,2025-10-16 14:02:33-03:00,POINT (320741.82503302756 7407285.259982213)
14:02:00,33175,8043-10,LAPA - HAB. TURÍSTICA,10434,-46.735489625,-23.50812275,2025-10-16 14:02:29-03:00,POINT (322798.45935792336 7399158.679616013)
14:02:00,407,8043-10,LAPA - HAB. TURÍSTICA,10435,-46.7264175,-23.51502575,2025-10-16 14:02:01-03:00,POINT (323734.15029613354 7398405.39976499)
14:02:00,1256,8006-10,TERM. PIRITUBA - JD. DONÁRIA,10481,-46.72845425,-23.43592375,2025-10-16 14:02:13-03:00,POINT (323420.85441639775 7407162.734651811)
14:02:00,34024,8006-10,TERM. PIRITUBA - JD. DONÁRIA,10483,-46.72155025000001,-23.449132,2025-10-16 14:02:32-03:00,POINT (324143.80400322354 7405708.498526635)
14:02:00,1256,8006-10,TERM. PIRITUBA - JD. DONÁRIA,10484,-46.726257125,-23.485809000000003,2025-10-16 14:02:40-03:00,POINT (323711.64442866156 7401641.096803225)
14:02:00,1256,8006-10,TERM. PIRITUBA - JD. DONÁRIA,10485,-46.733854,-23.439488,2025-10-16 14:02:38-03:00,POINT (322873.85179156205 7406761.394408941)
14:02:00,35263,1019-10,TERM. PIRITUBA - SOL NASCENTE,10486,-46.7573505,-23.4452745,2025-10-16 14:02:01-03:00,POINT (320480.8155902856 7406091.482015683)
14:02:00,34025,8007-10,TERM. PIRITUBA - HAB. TURÍSTICA,10487,-46.732628250000005,-23.48808275,2025-10-16 14:02:01-03:00,POINT (323063.9137009971 7401381.468055703)
14:02:00,33189,8065-10,LAPA - HAB. TURÍSTICA,10488,-46.70559299999999,-23.50919725,2025-10-16 14:02:25-03:00,POINT (325853.0812926217 7399076.27132543)
14:02:00,1256,8006-10,TERM. PIRITUBA - JD. DONÁRIA,10490,-46.720952,-23.4635605,2025-10-16 14:02:40-03:00,POINT (324224.0371051907 7404111.410268566)
14:02:00,34191,948A-10,METRÔ BARRA FUNDA - VL. ZATT,10493,-46.728519,-23.4963185,2025-10-16 14:02:21-03:00,POINT (323494.6094871478 7400474.485003411)
14:02:00,33189,8065-10,LAPA - HAB. TURÍSTICA,10495,-46.7428165,-23.471651,2025-10-16 14:02:16-03:00,POINT (322001.2091031408 7403188.564466899)
14:02:00,33174,8040-10,TERM. LAPA - SOL NASCENTE,10496,-46.779346,-23.4379315,2025-10-16 14:02:27-03:00,POINT (318223.35865202313 7406877.058976531)
14:02:00,34036,9012-10,TERM. LAPA - ITABERABA,10498,-46.686648000000005,-23.5046505,2025-10-16 14:02:12-03:00,POINT (327781.90317113814 7399602.630534211)
14:02:00,34036,9012-10,TERM. LAPA - ITABERABA,10499,-46.6825265,-23.4662065,2025-10-16 14:02:35-03:00,POINT (328152.98331836954 7403864.8313064)
14:02:00,33174,8040-10,TERM. LAPA - SOL NASCENTE,10500,-46.7658025,-23.492164,2025-10-16 14:02:06-03:00,POINT (319680.9813833473 7400888.255779914)
14:02:00,33174,8040-10,TERM. LAPA - SOL NASCENTE,10541,-46.779852,-23.4375105,2025-10-16 14:02:23-03:00,POINT (318171.0783781648 7406923.042658657)
14:02:00,406,8040-10,TERM. LAPA - SOL NASCENTE,10542,-46.758082,-23.4878135,2025-10-16 14:02:34-03:00,POINT (320463.6541990571 7401379.710318228)
14:02:00,33174,8040-10,TERM. LAPA - SOL NASCENTE,10544,-46.755835,-23.4476125,2025-10-16 14:02:36-03:00,POINT (320638.8203666188 7405834.457192484)
14:02:00,578,8548-10,TERM. LAPA - PARADA DE TAIPAS,10546,-46.685194,-23.4776725,2025-10-16 14:02:29-03:00,POINT (327895.3599302547 7402591.90470718)
14:02:00,33174,8040-10,TERM. LAPA - SOL NASCENTE,10547,-46.7562485,-23.456448,2025-10-16 14:02:21-03:00,POINT (320608.5116860861 7404855.4820783585)
14:02:00,33174,8040-10,TERM. LAPA - SOL NASCENTE,10548,-46.70046,-23.520776,2025-10-16 14:02:08-03:00,POINT (326392.4721216294 7397800.252578116)
14:02:00,33222,888P-10,COHAB TAIPAS - PERUS,10550,-46.75697125,-23.41206425,2025-10-16 14:02:34-03:00,POINT (320474.70994749 7409769.71088046)
14:02:00,454,888P-10,COHAB TAIPAS - PERUS,10553,-46.73971225,-23.410961875,2025-10-16 14:02:39-03:00,POINT (322237.1166312876 7409913.181689385)
14:02:00,33222,888P-10,COHAB TAIPAS - PERUS,10554,-46.744018,-23.447455,2025-10-16 14:02:01-03:00,POINT (321845.99074372 7405866.576853051)
14:02:00,33222,888P-10,COHAB TAIPAS - PERUS,10556,-46.727117,-23.432655,2025-10-16 14:02:24-03:00,POINT (323553.15574267885 7407526.356841953)
14:02:00,33222,888P-10,COHAB TAIPAS - PERUS,10557,-46.708405,-23.441779,2025-10-16 14:02:25-03:00,POINT (325477.20186927647 7406538.770685412)
14:02:00,454,888P-10,COHAB TAIPAS - PERUS,10558,-46.712018,-23.4412395,2025-10-16 14:02:26-03:00,POINT (325107.3284984147 7406594.129987065)
14:02:00,33174,8040-10,TERM. LAPA - SOL NASCENTE,10559,-46.7795485,-23.437884,2025-10-16 14:02:37-03:00,POINT (318202.601820293 7406882.063558597)
14:02:00,33222,888P-10,COHAB TAIPAS - PERUS,10560,-46.754654,-23.434525,2025-10-16 14:02:26-03:00,POINT (320741.82503302756 7407285.259982213)
14:02:00,2495,1019-10,TERM. PIRITUBA - SOL NASCENTE,10582,-46.753536,-23.4688045,2025-10-16 14:02:32-03:00,POINT (320902.3183194645 7403490.479707984)
14:02:00,35263,1019-10,TERM. PIRITUBA - SOL NASCENTE,10583,-46.779346,-23.4379315,2025-10-16 14:02:23-03:00,POINT (318223.35865202313 7406877.058976531)
14:02:00,1259,8009-10,TERM. PIRITUBA - CID. D'ABRIL 3ª GLEBA,10585,-46.7476285,-23.4653925,2025-10-16 14:01:59-03:00,POINT (321501.21964328154 7403875.675950202)
14:02:00,34022,8004-10,TERM. LAPA - HAB. TURÍSTICA,10586,-46.744943000000006,-23.507121,2025-10-16 14:02:29-03:00,POINT (321831.67355384724 7399257.915645854)
14:02:00,34022,8004-10,TERM. LAPA - HAB. TURÍSTICA,10587,-46.7562575,-23.4748815,2025-10-16 14:02:20-03:00,POINT (320632.5165740147 7402814.10753254)
14:02:00,1253,8003-10,TERM. LAPA - REMÉDIOS,10590,-46.754547,-23.515679,2025-10-16 14:02:35-03:00,POINT (320862.4236859424 7398298.229775991)
14:02:00,1254,8004-10,TERM. LAPA - HAB. TURÍSTICA,10591,-46.741192625,-23.508341,2025-10-16 14:02:36-03:00,POINT (322216.3267990112 7399127.459527876)
14:02:00,1254,8004-10,TERM. LAPA - HAB. TURÍSTICA,10592,-46.750341000000006,-23.484543,2025-10-16 14:02:43-03:00,POINT (321249.9280693119 7401751.543562124)
14:02:00,33186,8060-10,TERM. LAPA - VL. PIAUÍ,10593,-46.7171265,-23.5241835,2025-10-16 14:02:32-03:00,POINT (324695.0819670718 7397402.639387688)
14:02:00,418,8060-10,TERM. LAPA - VL. PIAUÍ,10594,-46.707841125,-23.5247175,2025-10-16 14:02:35-03:00,POINT (325643.9416214373 7397354.818284372)
14:02:00,418,8060-10,TERM. LAPA - VL. PIAUÍ,10595,-46.7333885,-23.528272,2025-10-16 14:02:22-03:00,POINT (323039.9849687545 7396929.9074294)
14:02:00,33186,8060-10,TERM. LAPA - VL. PIAUÍ,10596,-46.7609325,-23.502658,2025-10-16 14:02:27-03:00,POINT (320192.6456767436 7399732.226993378)
14:02:00,33186,8060-10,TERM. LAPA - VL. PIAUÍ,10597,-46.760309,-23.50813275,2025-10-16 14:02:35-03:00,POINT (320263.7560298119 7399126.718918834)
14:02:00,1259,8009-10,TERM. PIRITUBA - CID. D'ABRIL 3ª GLEBA,10598,-46.748006875,-23.4695565,2025-10-16 14:02:23-03:00,POINT (321468.1692129578 7403414.077725384)
14:02:00,34025,8007-10,TERM. PIRITUBA - HAB. TURÍSTICA,10599,-46.725276,-23.485708,2025-10-16 14:02:04-03:00,POINT (323811.72516005376 7401653.484958876)
14:02:00,1257,8007-10,TERM. PIRITUBA - HAB. TURÍSTICA,10600,-46.7548475,-23.472685,2025-10-16 14:02:30-03:00,POINT (320773.58304199984 7403059.111084031)
14:02:00,34025,8007-10,TERM. PIRITUBA - HAB. TURÍSTICA,10602,-46.756263,-23.475309,2025-10-16 14:02:40-03:00,POINT (320632.53299010405 7402766.7583977245)
14:02:00,33346,8548-10,TERM. LAPA - PARADA DE TAIPAS,10603,-46.687653,-23.5016225,2025-10-16 14:02:09-03:00,POINT (327675.32549301954 7399936.74487547)
14:02:00,578,8548-10,TERM. LAPA - PARADA DE TAIPAS,10604,-46.7004685,-23.5193815,2025-10-16 14:02:01-03:00,POINT (326389.77457036567 7397954.66992791)
14:02:00,578,8548-10,TERM. LAPA - PARADA DE TAIPAS,10605,-46.7117925,-23.4371045,2025-10-16 14:02:02-03:00,POINT (325124.92587816436 7407052.313439307)
14:02:00,33346,8548-10,TERM. LAPA - PARADA DE TAIPAS,10606,-46.715378375,-23.446651625,2025-10-16 14:02:15-03:00,POINT (324771.11703563546 7405990.7041168315)
14:02:00,33346,8548-10,TERM. LAPA - PARADA DE TAIPAS,10607,-46.708471,-23.439127,2025-10-16 14:02:37-03:00,POINT (325466.9736373655 7406832.37259127)
14:02:00,454,888P-10,COHAB TAIPAS - PERUS,10608,-46.7299725,-23.4386885,2025-10-16 14:02:26-03:00,POINT (323269.3953897651 7406854.701799021)
14:02:00,1260,8009-31,TERM. PIRITUBA - CID. D'ABRIL 3ª GLEBA,10609,-46.719660000000005,-23.45166125,2025-10-16 14:02:06-03:00,POINT (324340.27922759345 7405430.717068139)
14:02:00,34028,8009-31,TERM. PIRITUBA - CID. D'ABRIL 3ª GLEBA,10610,-46.7535785,-23.440819,2025-10-16 14:02:31-03:00,POINT (320860.2110905064 7406589.591067027)
14:02:00,34028,8009-31,TERM. PIRITUBA - CID. D'ABRIL 3ª GLEBA,10651,-46.728658,-23.484285,2025-10-16 14:02:11-03:00,POINT (323464.38204683654 7401806.918882489)
14:02:00,34028,8009-31,TERM. PIRITUBA - CID. D'ABRIL 3ª GLEBA,10654,-46.7347775,-23.448831,2025-10-16 14:02:23-03:00,POINT (322791.95690045925 7405725.605747821)
14:02:00,1260,8009-31,TERM. PIRITUBA - CID. D'ABRIL 3ª GLEBA,10655,-46.754587,-23.4474565,2025-10-16 14:02:10-03:00,POINT (320766.12229584035 7405853.287732072)
14:02:00,34021,8003-10,TERM. LAPA - REMÉDIOS,10657,-46.753677906250005,-23.52264140625,2025-10-16 14:02:05-03:00,POINT (320960.5968217021 7397528.279160632)
14:02:00,34021,8003-10,TERM. LAPA - REMÉDIOS,10658,-46.6992895,-23.52049,2025-10-16 14:02:10-03:00,POINT (326511.62275096925 7397833.33996959)
14:02:00,1254,8004-10,TERM. LAPA - HAB. TURÍSTICA,10659,-46.700601,-23.5196005,2025-10-16 14:02:33-03:00,POINT (326376.5315289948 7397930.257455675)
14:02:00,35263,1019-10,TERM. PIRITUBA - SOL NASCENTE,10660,-46.726336,-23.4863635,2025-10-16 14:02:22-03:00,POINT (323704.32547300035 7401579.594101414)
14:02:00,33206,8622-10,PÇA. RAMOS DE AZEVEDO - MORRO DOCE,11013,-46.7829515,-23.4586975,2025-10-16 14:02:33-03:00,POINT (317883.42734321766 7404572.814758113)
14:02:00,33206,8622-10,PÇA. RAMOS DE AZEVEDO - MORRO DOCE,11015,-46.7110705,-23.5203035,2025-10-16 14:02:27-03:00,POINT (325308.35484737484 7397839.700664262)
14:02:00,33206,8622-10,PÇA. RAMOS DE AZEVEDO - MORRO DOCE,11019,-46.646784875,-23.538644125,2025-10-16 14:02:31-03:00,POINT (331896.16760274395 7395885.474039394)
14:02:00,34822,8600-22,LGO. DO PAISSANDÚ - VL. IÓRIO,11024,-46.6382325,-23.54222525,2025-10-16 14:02:27-03:00,POINT (332773.88775651716 7395498.905818981)
14:02:00,34822,8600-22,LGO. DO PAISSANDÚ - VL. IÓRIO,11028,-46.6382325,-23.54222525,2025-10-16 14:02:19-03:00,POINT (332773.88775651716 7395498.905818981)
14:02:00,412,8050-10,LAPA - PQ. MORRO DOCE,11033,-46.791465,-23.4424145,2025-10-16 14:02:26-03:00,POINT (316991.1908772777 7406365.243646791)
14:02:00,412,8050-10,LAPA - PQ. MORRO DOCE,11035,-46.7025045,-23.519591,2025-10-16 14:01:58-03:00,POINT (326182.1413041106 7397929.0051855985)
14:02:00,412,8050-10,LAPA - PQ. MORRO DOCE,11036,-46.718555,-23.521908,2025-10-16 14:02:30-03:00,POINT (324546.1959231104 7397652.884999013)
14:02:00,412,8050-10,LAPA - PQ. MORRO DOCE,11037,-46.743228625,-23.508030875000003,2025-10-16 14:02:21-03:00,POINT (322007.98101224366 7399159.280661024)
14:02:00,412,8050-10,LAPA - PQ. MORRO DOCE,11041,-46.788671,-23.430564500000003,2025-10-16 14:02:06-03:00,POINT (317260.3788893147 7407681.097679427)
14:02:00,33180,8050-10,LAPA - PQ. MORRO DOCE,11042,-46.77891875,-23.46890475,2025-10-16 14:02:17-03:00,POINT (318309.41567457176 7403447.533676051)
14:02:00,438,8622-10,PÇA. RAMOS DE AZEVEDO - MORRO DOCE,11043,-46.798595,-23.4467935,2025-10-16 14:02:02-03:00,POINT (316268.7133355503 7405871.214606641)
14:02:00,438,8622-10,PÇA. RAMOS DE AZEVEDO - MORRO DOCE,11047,-46.798595,-23.4467935,2025-10-16 14:02:30-03:00,POINT (316268.7133355503 7405871.214606641)
14:02:00,33206,8622-10,PÇA. RAMOS DE AZEVEDO - MORRO DOCE,11049,-46.79488875,-23.4300815,2025-10-16 14:02:32-03:00,POINT (316624.3329435606 7407726.683012834)
14:02:00,1432,8600-10,LGO. DO PAISSANDÚ - TERM. PIRITUBA,11050,-46.700142,-23.5146865,2025-10-16 14:02:06-03:00,POINT (326416.9576079262 7398474.991306061)
14:02:00,1432,8600-10,LGO. DO PAISSANDÚ - TERM. PIRITUBA,11051,-46.7265645,-23.486878500000003,2025-10-16 14:02:36-03:00,POINT (323681.6710378451 7401522.282068939)
14:02:00,1432,8600-10,LGO. DO PAISSANDÚ - TERM. PIRITUBA,11052,-46.726426,-23.486732,2025-10-16 14:02:39-03:00,POINT (323695.6228412071 7401538.675583078)
14:02:00,34200,8600-10,LGO. DO PAISSANDÚ - TERM. PIRITUBA,11053,-46.6401865,-23.5393885,2025-10-16 14:01:57-03:00,POINT (332570.79895930237 7395810.762750797)
14:02:00,34200,8600-10,LGO. DO PAISSANDÚ - TERM. PIRITUBA,11054,-46.650105375,-23.523722375,2025-10-16 14:02:38-03:00,POINT (331538.14147299726 7397533.992696682)
14:02:00,1432,8600-10,LGO. DO PAISSANDÚ - TERM. PIRITUBA,11055,-46.637716,-23.542802,2025-10-16 14:01:57-03:00,POINT (332827.34984748764 7395435.63977162)
14:02:00,1432,8600-10,LGO. DO PAISSANDÚ - TERM. PIRITUBA,11056,-46.69489875000001,-23.515402,2025-10-16 14:02:33-03:00,POINT (326953.3317568111 7398402.087887449)
14:02:00,1432,8600-10,LGO. DO PAISSANDÚ - TERM. PIRITUBA,11058,-46.726426,-23.486732,2025-10-16 14:02:36-03:00,POINT (323695.6228412071 7401538.675583078)
14:02:00,438,8622-10,PÇA. RAMOS DE AZEVEDO - MORRO DOCE,11059,-46.7179755,-23.523029,2025-10-16 14:02:29-03:00,POINT (324606.85749418626 7397529.452555219)
14:02:00,33180,8050-10,LAPA - PQ. MORRO DOCE,11060,-46.79212125,-23.43602675,2025-10-16 14:02:28-03:00,POINT (316915.3317488871 7407071.808839877)
14:02:00,33180,8050-10,LAPA - PQ. MORRO DOCE,11062,-46.79192575,-23.43566825,2025-10-16 14:02:11-03:00,POINT (316934.8146829071 7407111.758835051)
14:02:00,33180,8050-10,LAPA - PQ. MORRO DOCE,11066,-46.7375315,-23.50784,2025-10-16 14:02:27-03:00,POINT (322589.5517176448 7399187.47014608)
14:02:00,438,8622-10,PÇA. RAMOS DE AZEVEDO - MORRO DOCE,11067,-46.64306474999999,-23.5458175,2025-10-16 14:02:41-03:00,POINT (332285.09095342096 7395095.460828271)
14:02:00,438,8622-10,PÇA. RAMOS DE AZEVEDO - MORRO DOCE,11068,-46.6425115,-23.5478925,2025-10-16 13:58:03-03:00,POINT (332344.2065671723 7394866.325347848)
14:02:00,438,8622-10,PÇA. RAMOS DE AZEVEDO - MORRO DOCE,11069,-46.6562195,-23.533511,2025-10-16 14:02:35-03:00,POINT (330926.33406291384 7396442.819404837)
14:02:00,33230,9501-10,LGO. DO PAISSANDÚ - TERM. CACHOEIRINHA,11070,-46.680928,-23.485746,2025-10-16 14:02:33-03:00,POINT (328341.5761955856 7401702.952537628)
14:02:00,438,8622-10,PÇA. RAMOS DE AZEVEDO - MORRO DOCE,11071,-46.70488575,-23.5246015,2025-10-16 14:02:05-03:00,POINT (325945.5688212756 7397371.252600282)
14:02:00,438,8622-10,PÇA. RAMOS DE AZEVEDO - MORRO DOCE,11072,-46.77090725000001,-23.482026,2025-10-16 14:02:40-03:00,POINT (319145.7498456277 7402004.550607666)
14:02:00,438,8622-10,PÇA. RAMOS DE AZEVEDO - MORRO DOCE,11074,-46.798595,-23.4467935,2025-10-16 14:02:34-03:00,POINT (316268.7133355503 7405871.214606641)
14:02:00,33206,8622-10,PÇA. RAMOS DE AZEVEDO - MORRO DOCE,11077,-46.687495375,-23.5231135,2025-10-16 14:01:27-03:00,POINT (327719.3956179401 7397557.022914183)
14:02:00,438,8622-10,PÇA. RAMOS DE AZEVEDO - MORRO DOCE,11078,-46.79356125,-23.43077875,2025-10-16 14:02:01-03:00,POINT (316760.9495839217 7407651.157086795)
14:02:00,438,8622-10,PÇA. RAMOS DE AZEVEDO - MORRO DOCE,11079,-46.798595,-23.4467935,2025-10-16 14:02:05-03:00,POINT (316268.7133355503 7405871.214606641)
